DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79281 || R2pers = 0.76403 || Elapsed time = 18.02
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78919 || R2pers = 0.76403 || Elapsed time = 1806.65
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77956 || R2pers = 0.76403 || Elapsed time = 1866.20
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78776 || R2pers = 0.76403 || Elapsed time = 1927.44
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78168 || R2pers = 0.76403 || Elapsed time = 1988.00
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77098 || R2pers = 0.76403 || Elapsed time = 2049.54
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.72566 || R2pers = 0.76403 || Elapsed time = 2112.51
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79675 || R2pers = 0.76403 || Elapsed time = 2174.53
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79494 || R2pers = 0.76403 || Elapsed time = 2242.40
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79388 || R2pers = 0.76403 || Elapsed time = 2309.35
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79387 || R2pers = 0.76403 || Elapsed time = 2376.04
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78591 || R2pers = 0.76403 || Elapsed time = 2442.40
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79313 || R2pers = 0.76403 || Elapsed time = 2510.57
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78791 || R2pers = 0.76403 || Elapsed time = 2580.19
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79074 || R2pers = 0.76403 || Elapsed time = 2651.29
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77741 || R2pers = 0.76403 || Elapsed time = 2722.29
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 64 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78419 || R2pers = 0.76403 || Elapsed time = 2790.69
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79743 || R2pers = 0.76403 || Elapsed time = 2862.15
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79855 || R2pers = 0.76403 || Elapsed time = 2936.58
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79835 || R2pers = 0.76403 || Elapsed time = 3011.40
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79598 || R2pers = 0.76403 || Elapsed time = 3087.11
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79484 || R2pers = 0.76403 || Elapsed time = 3162.35
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77546 || R2pers = 0.76403 || Elapsed time = 3243.62
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79013 || R2pers = 0.76403 || Elapsed time = 3320.86
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78322 || R2pers = 0.76403 || Elapsed time = 3401.05
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78337 || R2pers = 0.76403 || Elapsed time = 3481.03
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 128 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77893 || R2pers = 0.76403 || Elapsed time = 3563.48



3563 segonsDATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79402 || R2pers = 0.76403 || Elapsed time = 14.91
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79098 || R2pers = 0.76403 || Elapsed time = 28.86
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79193 || R2pers = 0.76403 || Elapsed time = 43.00
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78420 || R2pers = 0.76403 || Elapsed time = 57.36
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79173 || R2pers = 0.76403 || Elapsed time = 14.39
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79237 || R2pers = 0.76403 || Elapsed time = 28.57
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79191 || R2pers = 0.76403 || Elapsed time = 42.76
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78254 || R2pers = 0.76403 || Elapsed time = 56.98
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77990 || R2pers = 0.76403 || Elapsed time = 71.37
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79272 || R2pers = 0.76403 || Elapsed time = 85.77
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79341 || R2pers = 0.76403 || Elapsed time = 100.88
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79091 || R2pers = 0.76403 || Elapsed time = 116.10
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78652 || R2pers = 0.76403 || Elapsed time = 131.45
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78464 || R2pers = 0.76403 || Elapsed time = 146.90
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79429 || R2pers = 0.76403 || Elapsed time = 172.60
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79496 || R2pers = 0.76403 || Elapsed time = 199.72
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79306 || R2pers = 0.76403 || Elapsed time = 227.79
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79026 || R2pers = 0.76403 || Elapsed time = 255.31
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78026 || R2pers = 0.76403 || Elapsed time = 283.72
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79503 || R2pers = 0.76403 || Elapsed time = 313.13
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79405 || R2pers = 0.76403 || Elapsed time = 343.50
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78639 || R2pers = 0.76403 || Elapsed time = 373.81
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78414 || R2pers = 0.76403 || Elapsed time = 405.02
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78534 || R2pers = 0.76403 || Elapsed time = 435.80
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79543 || R2pers = 0.76403 || Elapsed time = 465.85
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79426 || R2pers = 0.76403 || Elapsed time = 497.31
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78796 || R2pers = 0.76403 || Elapsed time = 528.77
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78188 || R2pers = 0.76403 || Elapsed time = 560.85
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78659 || R2pers = 0.76403 || Elapsed time = 593.28
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.80000 || R2pers = 0.76403 || Elapsed time = 658.85
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.80220 || R2pers = 0.76403 || Elapsed time = 727.00
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79680 || R2pers = 0.76403 || Elapsed time = 794.83
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78461 || R2pers = 0.76403 || Elapsed time = 863.07
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78286 || R2pers = 0.76403 || Elapsed time = 932.18
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.80156 || R2pers = 0.76403 || Elapsed time = 999.69
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79968 || R2pers = 0.76403 || Elapsed time = 1068.93
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79919 || R2pers = 0.76403 || Elapsed time = 1139.49
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79363 || R2pers = 0.76403 || Elapsed time = 1210.10
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78935 || R2pers = 0.76403 || Elapsed time = 1280.71
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 4 || NNEUR= 512 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79728 || R2pers = 0.76403 || Elapsed time = 1470.63
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 4 || NNEUR= 512 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79895 || R2pers = 0.76403 || Elapsed time = 1666.08
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 4 || NNEUR= 512 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79602 || R2pers = 0.76403 || Elapsed time = 1874.15
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 4 || NNEUR= 512 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79544 || R2pers = 0.76403 || Elapsed time = 2082.22
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 4 || NNEUR= 512 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78315 || R2pers = 0.76403 || Elapsed time = 2292.64
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79141 || R2pers = 0.76389 || Elapsed time = 11.16
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79167 || R2pers = 0.76389 || Elapsed time = 21.55
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79039 || R2pers = 0.76389 || Elapsed time = 32.22
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78688 || R2pers = 0.76389 || Elapsed time = 43.02
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78078 || R2pers = 0.76389 || Elapsed time = 53.90
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79068 || R2pers = 0.76389 || Elapsed time = 64.92
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79079 || R2pers = 0.76389 || Elapsed time = 76.24
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78979 || R2pers = 0.76389 || Elapsed time = 87.76
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78732 || R2pers = 0.76389 || Elapsed time = 99.43
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78134 || R2pers = 0.76389 || Elapsed time = 111.08
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79218 || R2pers = 0.76389 || Elapsed time = 129.51
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79150 || R2pers = 0.76389 || Elapsed time = 149.00
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79200 || R2pers = 0.76389 || Elapsed time = 168.69
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78300 || R2pers = 0.76389 || Elapsed time = 188.93
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78468 || R2pers = 0.76389 || Elapsed time = 209.10
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79368 || R2pers = 0.76389 || Elapsed time = 229.18
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78853 || R2pers = 0.76389 || Elapsed time = 250.68
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78516 || R2pers = 0.76389 || Elapsed time = 272.27
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78348 || R2pers = 0.76389 || Elapsed time = 294.23
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.76840 || R2pers = 0.76389 || Elapsed time = 316.13
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79284 || R2pers = 0.76389 || Elapsed time = 337.31
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79020 || R2pers = 0.76389 || Elapsed time = 360.14
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79093 || R2pers = 0.76389 || Elapsed time = 382.57
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78696 || R2pers = 0.76389 || Elapsed time = 405.12
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77697 || R2pers = 0.76389 || Elapsed time = 428.48
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79236 || R2pers = 0.76389 || Elapsed time = 470.34
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79638 || R2pers = 0.76389 || Elapsed time = 516.57
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79535 || R2pers = 0.76389 || Elapsed time = 564.82
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79030 || R2pers = 0.76389 || Elapsed time = 611.45
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78896 || R2pers = 0.76389 || Elapsed time = 656.39
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79651 || R2pers = 0.76389 || Elapsed time = 699.89
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79562 || R2pers = 0.76389 || Elapsed time = 746.46
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78745 || R2pers = 0.76389 || Elapsed time = 796.73
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.75 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78526 || R2pers = 0.76389 || Elapsed time = 846.05
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 256 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77479 || R2pers = 0.76389 || Elapsed time = 895.27
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 4 || NNEUR= 512 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.75392 || R2pers = 0.76389 || Elapsed time = 1017.13
DATAS= 0 || LAG= 3 || AHEAD= 1 || RNN= LSTM || NLAY= 4 || NNEUR= 512 || DROP= 0.25 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79527 || R2pers = 0.76389 || Elapsed time = 1145.03
